propuesta;estado_inscripcion;fecha_ultimo_examen;anio_ultima_reinscripcion;regular;segundo_anio;rango_promedios;examenes_1er_semestre;avance_ingreso;avance_1er_semestre;avance_carrera
134;Pendiente;05/08/2021;2021.0;S;S;Medio;N;1.0;0.0;0.15
134;Pendiente;18/12/2021;2021.0;S;N;Alto;N;1.0;0.0;75
134;Pendiente;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Aceptado;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;;2021.0;N;N;Medio;N;0.5;0.6666666666666666;25
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;20/08/2021;2021.0;S;S;Alto;N;0.5;0.3333333333333333;0.25
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;S;Alto;N;0.5;0.0;175
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.6666666666666666;75
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;75
134;Aceptado;;2021.0;N;N;Medio;N;0.5;0.6666666666666666;25
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.3333333333333333;75
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.1
134;Pendiente;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.5;0.0;0.3
134;Aceptado;;2021.0;N;N;Alto;N;1.0;0.6666666666666666;25
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;19/08/2021;2021.0;S;N;Alto;N;1.0;0.0;75
134;Pendiente;;2021.0;S;S;Medio;N;0.5;0.6666666666666666;275
134;Pendiente;18/12/2021;2021.0;S;N;Medio;N;0.0;0.0;75
134;Aceptado;;2021.0;S;N;Alto;N;0.0;0.0;75
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.1
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.5;0.0;0.15
134;Pendiente;;2021.0;N;N;Bajo;N;1.0;1.0;0.0
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Aceptado;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;23/08/2021;2021.0;S;S;Alto;N;0.5;0.0;175
134;Aceptado;;2021.0;N;N;Bajo;N;0.0;0.6666666666666666;0.0
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;75
134;Aceptado;;2021.0;S;N;Alto;N;0.0;0.0;0.1
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Aceptado;18/08/2021;2021.0;S;S;Alto;N;0.0;0.0;125
134;Pendiente;03/08/2021;2021.0;S;S;Alto;N;1.0;0.3333333333333333;0.15
134;Aceptado;;2021.0;N;N;Medio;N;0.0;0.0;25
134;Pendiente;;2021.0;S;N;Medio;N;0.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;N;N;Medio;N;0.5;0.3333333333333333;25
134;Pendiente;;2021.0;N;N;Bajo;N;0.0;0.3333333333333333;0.0
134;Pendiente;20/12/2021;2021.0;N;N;Medio;N;0.5;0.3333333333333333;25
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;0.05
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.6666666666666666;0.05
134;Aceptado;19/08/2021;2021.0;S;S;Medio;N;1.0;0.3333333333333333;225
134;Pendiente;20/12/2021;2021.0;S;N;Medio;N;1.0;0.0;75
134;Pendiente;;2021.0;S;S;Medio;N;0.5;0.0;175
134;Pendiente;20/08/2021;2021.0;S;N;Alto;N;0.5;0.3333333333333333;75
134;Pendiente;;2021.0;N;N;Bajo;N;0.0;0.0;0.0
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;75
134;Aceptado;16/12/2021;2021.0;S;N;Medio;A;0.5;0.3333333333333333;75
134;Aceptado;20/08/2021;2021.0;S;N;Medio;N;1.0;0.0;0.1
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;2021.0;S;N;Alto;N;0.0;0.0;0.05
134;Aceptado;;2021.0;S;S;Medio;N;0.5;0.6666666666666666;125
134;Pendiente;;2021.0;N;N;Medio;N;0.5;0.3333333333333333;25
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.6666666666666666;0.05
134;Aceptado;18/08/2021;2021.0;S;S;Alto;N;0.0;0.0;275
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;75
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.6666666666666666;0.05
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;75
134;Aceptado;;2021.0;S;N;Alto;N;0.0;0.0;0.05
134;Pendiente;05/08/2021;2021.0;S;N;Alto;N;1.0;0.0;0.1
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.05
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.6666666666666666;75
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;75
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;20/08/2021;2021.0;S;N;Alto;N;1.0;0.0;0.1
134;Pendiente;;2021.0;S;S;Alto;N;1.0;0.6666666666666666;125
134;Aceptado;;2021.0;S;S;Alto;N;0.5;0.3333333333333333;0.2
134;Aceptado;19/08/2021;2021.0;S;S;Alto;N;1.0;0.0;325
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;19/08/2021;2021.0;S;S;Alto;N;1.0;0.0;0.3
134;Pendiente;17/08/2021;2021.0;S;S;Alto;N;1.0;0.0;0.25
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;75
134;Aceptado;;2021.0;N;N;Alto;N;1.0;0.0;25
134;Aceptado;;2021.0;N;N;Bajo;N;0.0;0.6666666666666666;0.0
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;2021.0;S;N;Alto;N;0.0;0.0;0.1
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.0;0.1
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;0.05
134;Aceptado;;2021.0;S;N;Medio;N;0.0;0.0;0.1
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;75
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.0;0.0;0.3
134;Pendiente;;2021.0;S;N;Alto;N;0.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Medio;N;0.0;1.0;25
134;Pendiente;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Aceptado;03/08/2021;2021.0;S;S;Alto;N;0.5;0.0;175
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;20/08/2021;2021.0;S;S;Alto;N;0.5;1.0;425
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;2021.0;N;N;Alto;N;1.0;0.6666666666666666;25
134;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;S;S;Alto;N;0.5;0.6666666666666666;175
134;Aceptado;;2021.0;S;S;Medio;N;1.0;0.0;125
134;Pendiente;05/08/2021;2021.0;S;S;Medio;N;1.0;0.3333333333333333;0.7
134;Aceptado;;2021.0;N;N;Medio;N;1.0;0.6666666666666666;25
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;75
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Pendiente;;2021.0;N;N;Medio;N;1.0;0.0;25
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Pendiente;;2021.0;S;S;Alto;N;0.5;0.0;0.4
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;S;Alto;N;1.0;0.6666666666666666;0.4
134;Pendiente;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Aceptado;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;20/08/2021;2021.0;S;S;Alto;N;0.5;0.0;0.4
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;1.0;0.3333333333333333;0.25
134;Aceptado;18/08/2021;2021.0;S;N;Medio;N;1.0;0.0;0.1
134;Pendiente;16/12/2021;2021.0;S;S;Alto;N;1.0;0.0;0.35
134;Pendiente;;2021.0;N;N;Alto;I;0.5;0.6666666666666666;25
134;Aceptado;;2021.0;N;N;Medio;N;0.5;0.3333333333333333;25
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;19/08/2021;2021.0;S;S;Alto;N;0.0;0.0;0.3
134;Aceptado;18/08/2021;2021.0;S;S;Alto;N;1.0;0.3333333333333333;275
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.5;0.3333333333333333;0.2
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;75
134;Pendiente;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Aceptado;23/08/2021;2021.0;S;N;Medio;N;0.5;0.6666666666666666;0.1
134;Aceptado;18/08/2021;2021.0;S;S;Alto;N;0.5;0.0;0.3
134;Pendiente;20/08/2021;2021.0;S;N;Medio;N;0.5;0.0;0.1
134;Aceptado;;2021.0;N;N;Alto;N;0.5;0.3333333333333333;25
134;Pendiente;;2021.0;S;S;Alto;N;1.0;0.6666666666666666;0.15
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.6666666666666666;0.05
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.5;0.3333333333333333;125
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.1
134;Aceptado;;2021.0;S;S;Medio;N;0.5;0.3333333333333333;0.4
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;0.05
134;Aceptado;20/08/2021;2021.0;S;S;Medio;N;1.0;0.0;0.3
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;2021.0;N;N;Alto;N;1.0;0.0;25
134;Aceptado;20/08/2021;2021.0;S;N;Medio;N;0.5;0.0;75
134;Aceptado;;2021.0;S;S;Medio;N;0.5;0.3333333333333333;375
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;75
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.05
134;Pendiente;20/12/2021;2021.0;S;S;Alto;N;1.0;0.0;0.2
134;Aceptado;23/08/2021;2021.0;S;S;Medio;N;1.0;0.0;0.3
134;Pendiente;23/02/2021;2021.0;S;N;Alto;N;0.5;0.6666666666666666;0.05
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;18/08/2021;2021.0;S;N;Medio;N;1.0;0.0;75
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;20/08/2021;2021.0;S;S;Medio;N;0.5;0.0;325
134;Aceptado;18/08/2021;2021.0;S;S;Alto;N;1.0;0.0;0.25
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.6666666666666666;0.05
134;Pendiente;;2021.0;S;N;Alto;N;0.0;0.0;0.05
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;20/08/2021;2021.0;S;S;Alto;N;0.0;0.0;0.3
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;75
134;Aceptado;18/08/2021;2021.0;S;S;Medio;N;0.5;0.0;0.55
134;Pendiente;;2021.0;S;N;Alto;N;0.0;0.0;75
134;Aceptado;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Pendiente;23/08/2021;2021.0;S;S;Alto;N;0.0;0.0;175
134;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;0.1
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;2021.0;S;N;Medio;N;0.0;0.3333333333333333;0.05
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;75
134;Pendiente;20/08/2021;2021.0;S;N;Alto;N;1.0;0.0;75
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Aceptado;19/08/2021;2021.0;S;S;Medio;N;1.0;0.0;325
134;Pendiente;16/12/2021;2021.0;S;S;Medio;N;0.5;0.0;125
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;75
134;Aceptado;23/08/2021;2021.0;S;S;Medio;N;1.0;0.0;175
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.3333333333333333;0.05
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;1.0;0.6666666666666666;175
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.0;0.0;0.25
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Alto;N;0.0;0.0;25
134;Pendiente;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.1
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;N;N;Alto;N;1.0;0.0;25
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.1
134;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;S;Medio;N;0.5;0.0;125
134;Aceptado;16/12/2021;2021.0;S;N;Medio;N;0.5;0.3333333333333333;75
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.05
134;Pendiente;07/08/2021;2021.0;S;S;Alto;N;1.0;0.0;0.2
134;Aceptado;;2021.0;N;N;Alto;N;1.0;0.3333333333333333;25
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.6666666666666666;0.0
134;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;19/08/2021;2021.0;S;S;Alto;N;0.5;0.0;275
134;Pendiente;20/08/2021;2021.0;S;S;Alto;N;0.0;0.0;0.3
134;Aceptado;;2021.0;S;S;Alto;N;0.5;0.0;0.15
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;1.0;0.0;0.3
134;Pendiente;04/08/2021;2021.0;S;S;Alto;N;0.5;0.6666666666666666;875
134;Pendiente;;2021.0;N;N;Medio;N;1.0;0.0;25
134;Pendiente;20/08/2021;2021.0;S;S;Medio;N;1.0;0.0;0.75
134;Pendiente;17/08/2021;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.3333333333333333;0.05
134;Aceptado;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Pendiente;;2021.0;S;S;Medio;N;0.5;0.3333333333333333;0.25
134;Aceptado;;2021.0;N;N;Medio;N;1.0;0.6666666666666666;25
134;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.0;0.0;0.15
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;0.1
134;Pendiente;18/08/2021;2021.0;S;S;Medio;N;0.0;0.0;225
134;Aceptado;18/08/2021;2021.0;S;N;Medio;N;1.0;0.0;75
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.1
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.6666666666666666;75
134;Pendiente;20/08/2021;2021.0;S;N;Alto;N;0.5;0.3333333333333333;0.1
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;N;Alto;N;0.5;0.0;0.05
134;Pendiente;20/12/2021;2021.0;S;S;Medio;N;0.0;0.0;175
134;Pendiente;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.6666666666666666;0.0
134;Pendiente;23/08/2021;2021.0;S;N;Medio;N;1.0;0.0;0.1
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;16/12/2021;2021.0;S;N;Alto;N;1.0;0.0;0.1
134;Aceptado;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;0.05
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;17/12/2021;2021.0;S;N;Medio;N;0.5;0.0;75
134;Pendiente;21/08/2021;2021.0;S;S;Alto;N;1.0;0.3333333333333333;0.55
134;Aceptado;;2021.0;N;N;Bajo;N;0.0;0.0;0.0
134;Pendiente;;2021.0;S;N;Alto;N;0.0;0.0;0.05
134;Aceptado;;2021.0;N;N;Alto;N;0.5;0.0;25
134;Pendiente;;2021.0;N;N;Bajo;N;0.0;0.0;0.0
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.1
134;Pendiente;20/08/2021;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Aceptado;;2021.0;S;N;Medio;N;0.0;0.6666666666666666;0.05
134;Aceptado;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Aceptado;;2021.0;N;N;Medio;N;1.0;0.0;25
134;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;N;Alto;N;0.0;0.0;75
134;Pendiente;;2021.0;N;N;Medio;N;0.5;0.0;25
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.3333333333333333;0.05
134;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.05
134;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;S;Alto;I;1.0;0.0;0.45
134;Aceptado;18/08/2021;2021.0;S;S;Alto;N;1.0;0.3333333333333333;125
134;Aceptado;;2021.0;S;S;Medio;N;0.5;0.0;0.2
134;Pendiente;;2021.0;S;N;Alto;N;0.0;0.0;0.05
135;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
135;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
135;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
135;Pendiente;;2021.0;N;N;Medio;N;0.5;0.0;25
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;75
135;Aceptado;18/08/2021;2021.0;S;N;Alto;N;0.5;0.3333333333333333;75
135;Aceptado;;2021.0;S;N;Alto;N;1.0;0.3333333333333333;0.05
135;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
135;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
135;Pendiente;;2021.0;S;S;Alto;N;0.5;0.0;125
135;Aceptado;;2021.0;N;N;Medio;N;0.0;0.0;25
135;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.6666666666666666;0.0
135;Aceptado;;2021.0;S;N;Alto;N;0.0;0.0;75
135;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
135;Aceptado;;2021.0;N;N;Medio;N;0.5;0.6666666666666666;25
135;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.0;0.0
135;Aceptado;;2021.0;S;N;Medio;N;0.5;0.6666666666666666;0.05
135;Pendiente;;2021.0;S;N;Medio;N;0.5;0.0;0.05
135;Aceptado;;2021.0;S;N;Alto;N;1.0;0.6666666666666666;75
135;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
135;Pendiente;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.05
135;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.1
135;Aceptado;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.05
135;Aceptado;;2021.0;N;N;Bajo;N;0.0;0.0;0.0
135;Aceptado;;2021.0;S;N;Medio;N;1.0;0.3333333333333333;0.05
135;Aceptado;;2021.0;S;N;Medio;N;0.5;0.3333333333333333;0.05
135;Pendiente;;2021.0;N;N;Medio;N;0.5;0.3333333333333333;25
135;Pendiente;20/08/2021;2021.0;S;S;Alto;N;0.5;0.0;125
135;Aceptado;;2021.0;N;N;Alto;N;0.0;0.0;25
135;Aceptado;18/08/2021;2021.0;S;S;Medio;N;0.0;0.6666666666666666;0.15
135;Aceptado;16/12/2021;2021.0;S;S;Alto;N;0.5;0.0;175
135;Pendiente;;2021.0;S;N;Medio;N;1.0;0.0;0.05
135;Aceptado;03/08/2021;2021.0;S;S;Alto;N;0.0;0.0;175
135;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
135;Pendiente;23/08/2021;2021.0;S;S;Alto;N;0.5;0.3333333333333333;125
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.3333333333333333;0.05
135;Pendiente;;2021.0;N;N;Medio;N;1.0;0.6666666666666666;25
135;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;75
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
135;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.05
135;Pendiente;18/08/2021;2021.0;S;S;Medio;N;1.0;0.0;125
135;Pendiente;20/08/2021;2021.0;S;S;Alto;N;1.0;0.0;225
135;Aceptado;;2021.0;N;N;Alto;N;1.0;0.0;25
135;Pendiente;;2021.0;N;N;Alto;N;1.0;0.0;25
135;Aceptado;;2021.0;S;S;Alto;N;0.5;0.0;125
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;75
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;75
135;Pendiente;;2021.0;N;N;Alto;N;1.0;0.6666666666666666;25
135;Pendiente;;2021.0;N;N;Bajo;N;1.0;0.0;0.0
135;Aceptado;;2021.0;S;N;Medio;N;0.5;0.0;0.05
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
135;Aceptado;;2021.0;S;N;Alto;N;0.5;1.0;0.05
135;Aceptado;18/08/2021;2021.0;S;S;Alto;N;0.5;0.0;0.2
135;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.6666666666666666;0.0
135;Pendiente;23/08/2021;2021.0;S;S;Alto;N;0.5;0.0;0.3
135;Aceptado;;2021.0;N;N;Bajo;N;0.5;0.6666666666666666;0.0
135;Aceptado;;2021.0;N;N;Alto;N;1.0;0.0;25
135;Pendiente;;2021.0;N;N;Bajo;N;0.5;0.3333333333333333;0.0
135;Pendiente;;2021.0;S;N;Alto;N;1.0;0.6666666666666666;0.05
135;Pendiente;;2021.0;N;N;Medio;N;0.5;0.0;25
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;75
135;Pendiente;;2021.0;S;S;Medio;N;0.5;0.6666666666666666;225
135;Aceptado;;2021.0;S;N;Medio;N;1.0;0.0;0.05
135;Aceptado;;2021.0;N;N;Bajo;N;0.0;0.0;0.0
135;Pendiente;18/08/2021;2021.0;S;S;Alto;N;0.5;0.3333333333333333;0.25
135;Aceptado;18/08/2021;2021.0;S;S;Medio;N;0.5;0.3333333333333333;0.2
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.0;0.05
135;Aceptado;20/08/2021;2021.0;S;S;Medio;N;0.5;0.0;125
135;Aceptado;;2021.0;S;S;Alto;N;0.5;0.0;0.15
135;Pendiente;;2021.0;S;N;Medio;N;1.0;0.6666666666666666;75
135;Aceptado;16/12/2021;2021.0;S;S;Alto;N;0.5;0.3333333333333333;0.25
135;Aceptado;;2021.0;S;N;Alto;N;0.5;0.6666666666666666;75
135;Aceptado;;2021.0;N;N;Bajo;N;1.0;0.3333333333333333;0.0
