id_estudiante;estado_inscripcion;ingreso_aprobadas;ingreso_libres;ingreso_totales;cursadas_aprobadas;cursadas_regulares;cursadas_libres;cursadas_totales;inscripciones_examenes;examenes_aprobados;err_formato_matricula;regla_estado_inscripcion
CB-016420-4;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016431-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-014209-0;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-016752-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016124-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015800-0;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-012365-6;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016763-7;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016015-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016750-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015832-8;Aceptado;0;2;2;1;0;2;3;0;0;True;
CB-016444-1;Aceptado;1;1;2;0;1;2;3;0;0;True;
CD-016444-4;Aceptado;1;1;2;0;1;4;5;0;0;True;
CB-015937-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016468-9;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016132-9;Aceptado;1;1;2;2;1;0;3;1;1;True;
CB-015783-6;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016139-6;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-015785-2;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015822-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016078-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016053-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016024-1;Aceptado;0;2;2;0;3;0;3;0;0;True;
CB-015928-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015963-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016057-8;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016119-1;Pendiente;2;0;2;0;0;0;3;1;0;True;err
CB-015924-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016035-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016000-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016407-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015859-0;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016506-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016056-0;Aceptado;0;2;2;0;2;1;3;0;0;True;
CB-016427-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016455-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016410-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016516-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-009718-3;Aceptado;1;1;2;0;1;2;3;0;0;True;
CD-009718-6;Aceptado;2;0;2;0;0;5;5;0;0;True;
CB-015848-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016450-6;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-016465-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CD-016465-7;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CB-015944-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015892-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-017506-1;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-017507-9;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016052-7;Pendiente;0;2;2;0;0;0;3;1;1;True;err
CB-013226-4;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-015974-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016514-6;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-016133-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015893-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-011963-2;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016748-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016754-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-007656-9;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016402-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015922-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016060-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-013388-1;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016807-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015970-7;Aceptado;0;2;2;1;2;0;3;0;0;True;
CB-016032-2;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015993-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016074-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016085-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016438-7;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015836-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015903-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015920-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016021-7;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-017511-7;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016492-1;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-016521-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015808-5;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015962-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016777-7;Aceptado;1;1;2;1;0;2;3;0;0;True;
CD-014456-7;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-012260-1;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-009402-1;Aceptado;2;0;2;0;2;3;5;0;0;True;
CD-015670-1;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-011569-9;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-010756-4;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016333-2;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016641-2;Aceptado;2;0;2;0;1;4;5;0;0;True;
CD-016739-7;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-102130-2;Aceptado;1;1;2;0;3;2;5;0;0;True;
CD-014598-9;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016293-0;Aceptado;2;0;2;0;1;4;5;0;0;True;
CD-010296-1;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016643-9;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-016631-5;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-011431-5;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-008260-0;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-013823-1;Aceptado;0;2;2;1;0;4;5;0;0;True;
CD-016642-1;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-015345-1;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-010348-8;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016621-8;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-016303-1;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016606-4;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016311-1;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016608-1;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-005703-6;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016301-4;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016645-5;Aceptado;2;0;2;1;1;3;5;0;0;True;
CD-016615-3;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-013314-0;Aceptado;2;0;2;0;0;5;5;0;0;True;
CD-016630-7;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-008474-2;Aceptado;2;0;2;1;1;3;5;0;0;True;
CD-015368-0;Aceptado;0;2;2;1;1;3;5;0;0;True;
CD-016309-0;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-008734-2;Aceptado;0;2;2;0;0;5;5;0;0;True;
CD-016732-0;Aceptado;1;1;2;2;1;2;5;0;0;True;
CD-011437-4;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-008903-5;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016623-4;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016330-8;Aceptado;2;0;2;1;1;3;5;0;0;True;
CD-015106-7;Aceptado;1;1;2;0;2;3;5;0;0;True;
CD-016306-5;Aceptado;0;2;2;0;0;5;5;0;0;True;
CD-016334-1;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016322-7;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-016324-3;Aceptado;0;2;2;2;1;2;5;0;0;True;
CD-016605-6;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-008671-1;Aceptado;2;0;2;0;3;2;5;0;0;True;
CD-016290-5;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-016628-5;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016644-7;Aceptado;1;1;2;1;1;3;5;1;0;True;
CD-006698-1;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-012937-1;Aceptado;2;0;2;0;0;5;5;0;0;True;
CD-016646-3;Aceptado;0;2;2;0;2;3;5;0;0;True;
CE-016646-1;Aceptado;1;0;1;0;0;5;5;0;0;True;
CD-012316-1;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-007941-2;Aceptado;2;0;2;0;1;4;5;0;0;True;
CD-016730-3;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016616-1;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-007985-4;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016738-9;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016614-5;Aceptado;0;2;2;0;2;3;5;0;0;True;
CD-014920-8;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016769-9;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016610-2;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016325-1;Aceptado;1;1;2;0;2;3;5;0;0;True;
CD-016632-3;Aceptado;0;2;2;0;2;3;5;0;0;True;
CD-016291-3;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016734-6;Aceptado;1;1;2;0;2;3;5;0;0;True;
CD-009440-3;Aceptado;0;2;2;1;1;3;5;0;0;True;
CD-011778-1;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016312-0;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-006746-5;Aceptado;2;0;2;0;0;5;5;0;0;True;
CD-008300-2;Aceptado;0;2;2;1;0;4;5;0;0;True;
CD-016613-7;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016635-8;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-010356-9;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-013171-6;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016766-4;Aceptado;1;1;2;2;0;3;5;0;0;True;
CD-016785-1;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CE-016785-8;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CD-116010-8;Aceptado;0;2;2;1;0;4;5;0;0;True;
CD-016618-8;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016328-6;Aceptado;2;0;2;0;0;5;5;0;0;True;
CD-016611-1;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016728-1;Aceptado;1;1;2;0;3;2;5;0;0;True;
CD-016805-9;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-016331-6;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-013143-1;Aceptado;0;2;2;1;0;4;5;0;0;True;
CD-010385-2;Aceptado;1;1;2;2;1;2;5;0;0;True;
CD-016612-9;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016284-1;Aceptado;2;0;2;1;1;3;5;0;0;True;
CD-016335-9;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-013018-3;Aceptado;1;1;2;2;0;3;5;0;0;True;
CD-016638-2;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-010903-6;Aceptado;0;2;2;0;2;3;5;0;0;True;
CD-016288-3;Aceptado;0;2;2;1;0;4;5;0;0;True;
CD-009317-2;Aceptado;0;2;2;0;2;3;5;0;0;True;
CD-017512-8;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016308-1;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-011504-4;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-004192-0;Aceptado;0;2;2;0;0;5;5;0;0;True;
CD-008185-9;Aceptado;2;0;2;1;0;4;5;0;0;True;
CD-016305-7;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016619-6;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-009379-2;Aceptado;1;1;2;0;2;3;5;0;0;True;
CD-016625-1;Aceptado;1;1;2;1;2;2;5;0;0;True;
CD-013947-4;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-015135-1;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016624-2;Aceptado;1;1;2;2;2;1;5;0;0;True;
CD-016319-7;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-009190-1;Aceptado;2;0;2;0;3;2;5;0;0;True;
CD-016320-1;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016735-4;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016307-3;Aceptado;0;2;2;0;0;5;5;0;0;True;
CD-106744-2;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-006017-7;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-008073-9;Aceptado;0;2;2;1;1;3;5;0;0;True;
CD-016299-9;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-009252-4;Aceptado;1;1;2;3;0;2;5;0;0;True;
CD-007387-2;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-007444-5;Aceptado;0;2;2;2;0;3;5;0;0;True;
CD-012787-5;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-007275-2;Aceptado;2;0;2;1;0;4;5;0;0;True;
CD-015678-6;Aceptado;2;0;2;0;0;5;5;0;0;True;
CD-010800-5;Aceptado;1;1;2;1;2;2;5;0;0;True;
CD-016622-6;Aceptado;1;1;2;1;2;2;5;0;0;True;
CE-016622-3;Aceptado;1;0;1;0;1;4;5;0;0;True;
CD-011609-1;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-016321-9;Aceptado;2;0;2;1;1;3;5;0;0;True;
CD-016639-1;Aceptado;1;1;2;3;0;2;5;0;0;True;
CD-010315-1;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-011724-1;Aceptado;1;1;2;1;2;2;5;0;0;True;
CD-016304-9;Aceptado;2;0;2;0;0;5;5;0;0;True;
CD-016620-0;Aceptado;0;2;2;1;1;3;5;0;0;True;
CD-016768-1;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-009278-8;Aceptado;0;2;2;0;3;2;5;0;0;True;
CD-016296-4;Aceptado;0;2;2;0;3;2;5;0;0;True;
CD-016629-3;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-014298-0;Aceptado;2;0;2;2;1;2;5;0;0;True;
CD-012292-0;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-013038-8;Aceptado;1;1;2;0;2;3;5;0;0;True;
CD-016292-1;Aceptado;0;2;2;1;1;3;5;0;0;True;
CD-016326-0;Aceptado;1;1;2;0;2;3;5;1;0;True;
CD-016636-6;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016329-4;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-010805-6;Aceptado;0;2;2;2;0;3;5;0;0;True;
CD-013154-6;Aceptado;1;1;2;0;3;2;5;0;0;True;
CD-016633-1;Aceptado;2;0;2;0;1;4;5;0;0;True;
CD-008002-0;Aceptado;2;0;2;0;1;4;5;0;0;True;
CD-011038-7;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-010750-5;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016627-7;Aceptado;2;0;2;1;0;4;5;0;0;True;
CD-016729-0;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-012611-9;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016287-5;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-006256-1;Aceptado;2;0;2;2;0;3;5;0;0;True;
CD-016300-6;Aceptado;0;2;2;1;0;4;5;0;0;True;
CD-010761-1;Aceptado;1;1;2;0;2;3;5;0;0;True;
CD-016295-6;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-015167-9;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-010900-1;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-016289-1;Aceptado;1;1;2;1;2;2;5;0;0;True;
CD-007315-5;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016315-4;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-013811-7;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016298-1;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-013948-2;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016323-5;Aceptado;0;2;2;0;2;3;5;0;0;True;
CE-016323-2;Aceptado;1;0;1;0;1;4;5;0;0;True;
CD-016780-0;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-013584-3;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016332-4;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-006016-9;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-012931-2;Aceptado;0;2;2;1;1;3;5;0;0;True;
CD-016286-7;Aceptado;0;2;2;0;0;5;5;0;0;True;
CD-009214-1;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-008272-3;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-012862-6;Aceptado;2;0;2;2;0;3;5;0;0;True;
CD-014893-7;Aceptado;1;1;2;0;2;3;5;0;0;True;
CD-005354-5;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-013865-6;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-011676-8;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-016314-6;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-012493-1;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016302-2;Aceptado;0;2;2;0;2;3;5;0;0;True;
CD-009694-5;Aceptado;1;1;2;0;3;2;5;0;0;True;
CD-010811-1;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016318-9;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-013568-1;Aceptado;0;2;2;0;0;5;5;0;0;True;
CD-016731-1;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016737-1;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-016740-1;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-016317-1;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016767-2;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-016637-4;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016733-8;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-013810-9;Aceptado;1;1;2;0;0;5;5;0;0;True;
CD-016310-3;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-007520-4;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-014188-6;Aceptado;1;1;2;2;2;1;5;0;0;True;
CD-015131-8;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-016336-7;Aceptado;0;2;2;1;2;2;5;0;0;True;
CD-016313-8;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-008243-0;Aceptado;2;0;2;1;1;3;5;0;0;True;
CD-016736-2;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CD-016634-0;Aceptado;2;0;2;1;0;4;5;0;0;True;
CD-016297-2;Aceptado;0;2;2;1;1;3;5;0;0;True;
CE-016297-0;Aceptado;1;0;1;0;0;5;5;0;0;True;
CD-014804-0;Aceptado;1;1;2;1;0;4;5;0;0;True;
CD-016617-0;Aceptado;0;2;2;1;0;4;5;0;0;True;
CD-016285-9;Aceptado;2;0;2;0;1;4;5;0;0;True;
CD-016640-4;Aceptado;2;0;2;0;1;4;5;0;0;True;
CD-002987-3;Aceptado;0;2;2;0;1;4;5;0;0;True;
CD-006825-9;Aceptado;1;1;2;0;1;4;5;0;0;True;
CD-014628-4;Pendiente;0;2;2;0;0;0;5;0;0;True;ok
CD-016626-9;Aceptado;2;0;2;1;0;4;5;0;0;True;
CD-016294-8;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016607-2;Aceptado;1;1;2;1;1;3;5;0;0;True;
CD-016316-2;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CD-016609-9;Aceptado;1;1;2;1;2;2;5;0;0;True;
CD-009094-7;Aceptado;2;0;2;1;0;4;5;0;0;True;
CD-016337-5;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CC-016281-2;Aceptado;2;0;2;0;2;1;3;0;0;True;
CC-016251-1;Aceptado;2;0;2;0;0;3;3;0;0;True;
CC-016594-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016250-2;Aceptado;1;1;2;0;1;2;3;0;0;True;
CC-014165-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016282-1;Aceptado;2;0;2;1;0;2;3;0;0;True;
CC-016585-4;Pendiente;1;1;2;0;0;0;3;1;0;True;err
CC-010703-0;Aceptado;2;0;2;0;0;3;3;0;0;True;
CC-016279-1;Aceptado;1;1;2;1;0;2;3;0;0;True;
CC-016578-1;Aceptado;1;1;2;3;0;0;3;0;0;True;
CC-012642-5;Aceptado;1;1;2;0;0;3;3;0;0;True;
CC-016261-8;Aceptado;2;0;2;1;0;2;3;0;0;True;
CC-009960-6;Aceptado;1;1;2;2;0;1;3;0;0;True;
CC-000670-5;Aceptado;1;1;2;0;1;2;3;0;0;True;
CC-014639-6;Aceptado;2;0;2;0;2;1;3;0;0;True;
CC-013979-9;Aceptado;2;0;2;0;1;2;3;0;0;True;
CC-011624-1;Aceptado;2;0;2;0;1;2;3;0;0;True;
CC-016280-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016265-1;Aceptado;1;1;2;1;0;2;3;0;0;True;
CC-014638-8;Aceptado;1;1;2;0;1;2;3;0;0;True;
CC-016275-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016278-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-010271-2;Aceptado;2;0;2;0;0;3;3;0;0;True;
CC-015568-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016601-0;Aceptado;1;1;2;1;0;2;3;0;0;True;
CC-016589-7;Aceptado;2;0;2;0;2;1;3;0;0;True;
CC-016271-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016590-1;Aceptado;2;0;2;1;1;1;3;0;0;True;
CC-011946-1;Aceptado;1;1;2;1;1;1;3;0;0;True;
CC-014423-7;Aceptado;1;1;2;1;0;2;3;0;0;True;
CC-016588-9;Aceptado;2;0;2;0;1;2;3;0;0;True;
CC-016253-7;Aceptado;0;2;2;1;1;1;3;0;0;True;
CC-016259-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016270-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016260-0;Aceptado;2;0;2;1;0;2;3;0;0;True;
CC-016254-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-002980-2;Aceptado;0;2;2;0;1;2;3;0;0;True;
CC-110698-3;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CC-016584-6;Aceptado;2;0;2;0;0;3;3;0;0;True;
CC-016586-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016258-8;Aceptado;2;0;2;1;1;1;3;0;0;True;
CC-000451-6;Aceptado;2;0;2;1;0;2;3;0;0;True;
CC-016591-9;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CC-017513-2;Aceptado;1;1;2;0;1;2;3;0;0;True;
CC-016268-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016599-4;Aceptado;1;1;2;0;0;3;3;0;0;True;
CC-016592-7;Aceptado;1;1;2;0;1;2;3;0;0;True;
CC-016263-4;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CC-016581-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016273-1;Aceptado;1;1;2;1;1;1;3;0;0;True;
CC-016257-0;Aceptado;1;1;2;0;0;3;3;0;0;True;
CC-012525-9;Aceptado;0;2;2;0;0;3;3;0;0;True;
CC-016267-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-012318-3;Aceptado;2;0;2;1;0;2;3;0;0;True;
CC-016256-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016579-0;Aceptado;1;1;2;1;0;2;3;0;0;True;
CC-016276-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016252-9;Aceptado;1;1;2;1;1;1;3;0;0;True;
CC-017514-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016274-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016283-9;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CC-016255-3;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CC-016598-6;Aceptado;1;1;2;0;0;3;3;0;0;True;
CC-011560-1;Aceptado;2;0;2;0;2;1;3;0;0;True;
CC-017752-6;Aceptado;1;1;2;2;0;1;3;0;0;True;
CC-016602-8;Aceptado;0;2;2;0;0;3;3;0;0;True;
CC-016596-0;Aceptado;1;1;2;0;0;3;3;0;0;True;
CC-016264-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016600-1;Aceptado;1;1;2;0;2;1;3;0;0;True;
CE-016600-2;Aceptado;1;0;1;1;0;4;5;0;0;True;
CC-016266-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CC-016587-1;Aceptado;2;0;2;0;0;3;3;0;0;True;
CC-016582-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-016597-8;Aceptado;2;0;2;0;1;2;3;0;0;True;
CC-016595-1;Aceptado;2;0;2;0;0;3;3;0;0;True;
CC-016781-4;Aceptado;1;1;2;0;0;3;3;0;0;True;
CC-016793-8;Aceptado;1;1;2;1;0;2;3;0;0;True;
CC-016272-3;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CC-016604-4;Aceptado;1;1;2;2;0;1;3;0;0;True;
CC-016277-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-001703-1;Aceptado;0;2;2;1;0;2;3;0;0;True;
CC-003545-4;Aceptado;1;1;2;1;0;2;3;0;0;True;
CC-011733-7;Aceptado;2;0;2;1;2;0;3;0;0;True;
CC-016603-6;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CE-016603-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CC-016583-8;Aceptado;1;1;2;1;1;1;3;0;0;True;
CC-016269-3;Aceptado;1;1;2;0;0;3;3;0;0;True;
