id_estudiante;estado_inscripcion;ingreso_aprobadas;ingreso_libres;ingreso_totales;cursadas_aprobadas;cursadas_regulares;cursadas_libres;cursadas_totales;inscripciones_examenes;examenes_aprobados;err_formato_matricula;regla_estado_inscripcion
CB-016788-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016426-3;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-016463-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015982-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016798-0;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-016432-8;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-015776-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016043-8;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-016753-0;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016796-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015816-6;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015805-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-017503-6;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015792-5;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015878-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015918-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016442-5;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-015939-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016067-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015951-1;Pendiente;1;1;2;0;0;0;3;1;0;True;err
CB-016509-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-008805-2;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-016493-0;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016762-9;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016327-5;Aceptado;1;1;2;0;0;3;3;0;0;True;
CD-016327-8;Aceptado;0;2;2;0;1;4;5;0;0;True;
CB-016470-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015855-7;Pendiente;1;1;2;0;0;0;3;1;1;True;err
CE-015855-7;Pendiente;1;0;1;0;0;0;5;0;0;True;ok
CB-016123-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-014048-8;Aceptado;2;0;2;1;2;0;3;0;0;True;
CB-016456-5;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016103-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016118-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016439-5;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015906-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-017505-2;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-015777-1;Aceptado;0;2;2;1;1;1;3;0;0;True;
CB-016004-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015957-0;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015775-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015932-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016404-2;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-015942-1;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-015791-7;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-016044-6;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016501-4;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016018-7;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-013240-0;Aceptado;0;2;2;0;1;2;3;0;0;True;
CB-016507-3;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015545-1;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-015801-8;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-015830-1;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016022-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015833-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016140-0;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016007-1;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016011-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016440-9;Aceptado;1;1;2;1;0;2;3;1;1;True;
CB-016051-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016095-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015863-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016425-5;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-012097-5;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-015794-1;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016105-1;Aceptado;2;0;2;0;2;1;3;0;0;True;
CB-015929-4;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015983-9;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-016479-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016467-1;Aceptado;2;0;2;0;2;1;3;0;0;True;
CB-016452-2;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015981-2;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016414-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016122-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016026-8;Aceptado;1;1;2;0;1;2;3;0;0;True;
CD-016026-1;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CB-016113-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016423-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015882-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016462-0;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016820-0;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016086-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-014287-1;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015874-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016062-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016002-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015997-9;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-013301-5;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015861-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016403-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016030-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016076-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-014390-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015955-3;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015871-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016068-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016422-1;Aceptado;0;2;2;2;0;1;3;0;0;True;
CB-015980-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016023-3;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-017734-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016408-5;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-015868-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015979-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016075-6;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-015926-0;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015950-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015850-6;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015866-2;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016092-6;Aceptado;0;2;2;1;2;0;3;0;0;True;
CB-015984-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015894-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015971-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CC-015971-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-013985-4;Aceptado;1;1;2;1;2;0;3;0;0;True;
CB-016094-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016036-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016421-2;Aceptado;2;0;2;0;2;1;3;0;0;True;
CB-016098-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-013150-1;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-015949-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-013914-5;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016039-0;Aceptado;2;0;2;1;1;1;3;0;0;True;
CE-016039-0;Aceptado;1;0;1;0;1;4;5;0;0;True;
CB-016484-1;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015946-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016131-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016063-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016126-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016818-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016504-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-009496-6;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-016464-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-017508-7;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016473-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-002240-0;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016107-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CD-016107-1;Pendiente;2;0;2;0;0;0;5;0;0;True;ok
CB-016519-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016429-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015821-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016515-4;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016046-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016093-4;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-016482-4;Aceptado;1;1;2;1;1;1;3;1;0;True;
CB-016466-2;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016486-7;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015840-9;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015845-0;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-015784-4;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015849-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016418-2;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-015967-7;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-015907-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016749-1;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-015873-5;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015817-4;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016045-4;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-016475-1;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015814-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-002193-4;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016480-8;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-015857-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015810-7;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-012229-3;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015999-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015936-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015782-8;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016476-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016505-7;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016135-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015883-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015284-2;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-015823-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016141-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015829-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-017510-9;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-016010-1;Pendiente;0;2;2;0;0;0;3;1;0;True;err
CB-016110-8;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016430-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015947-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016115-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016037-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015877-8;Aceptado;1;1;2;2;0;1;3;0;0;True;
CB-016013-6;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016496-4;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015917-1;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015862-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016001-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-012329-0;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-015802-6;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015996-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015820-4;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015839-5;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016100-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015835-2;Aceptado;2;0;2;0;1;2;3;0;0;True;
CC-015835-1;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-016434-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-014100-0;Aceptado;0;2;2;1;0;2;3;0;0;True;
CB-011899-7;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016006-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016446-8;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-016416-6;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015809-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016089-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016751-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015847-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015811-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015793-3;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016142-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016059-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015831-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016127-2;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016136-1;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016034-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-017659-8;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-015860-3;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015915-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015990-1;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016490-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016448-4;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015992-8;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016101-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016138-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-002532-8;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015779-8;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-015812-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015807-7;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015778-0;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015998-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015838-7;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015790-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016451-4;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-015880-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016117-5;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016760-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016488-3;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-015786-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015858-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015945-6;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016441-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015888-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015935-9;Pendiente;1;1;2;0;0;0;3;1;0;True;err
CB-013923-4;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-015904-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-014217-1;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-016130-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015826-3;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016508-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-012420-2;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015900-6;Aceptado;2;0;2;0;2;1;3;0;0;True;
CB-015991-0;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015799-2;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-015843-3;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015975-8;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016520-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-012973-5;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015066-1;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-016433-6;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016106-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015966-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015995-2;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016469-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016012-8;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016415-8;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-015804-2;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-015825-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016487-5;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016478-6;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016449-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015965-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-014919-1;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016498-1;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-015960-0;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016764-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015976-6;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-013204-3;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016064-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015972-3;Aceptado;0;2;2;1;1;1;3;0;0;True;
CB-016112-4;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016071-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016474-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016027-6;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016104-3;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016778-5;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-016050-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-017751-9;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016457-3;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016458-1;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016481-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016081-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015969-3;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016088-8;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-012958-1;Aceptado;2;0;2;0;0;3;3;1;0;True;
CB-016090-0;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016003-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015787-9;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016819-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016437-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015869-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015956-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016120-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-017502-8;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-016087-0;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016400-0;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016099-3;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016512-0;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015985-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016809-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015919-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015948-1;Pendiente;1;1;2;0;0;0;3;1;1;True;err
CB-016401-8;Aceptado;0;2;2;0;0;3;3;0;0;True;
CB-016405-1;Aceptado;2;0;2;0;2;1;3;0;0;True;
CB-016128-1;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016020-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CD-016020-1;Pendiente;1;1;2;0;0;0;5;0;0;True;ok
CB-016500-6;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-016054-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016070-5;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-016069-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015851-4;Aceptado;2;0;2;0;2;1;3;0;0;True;
CB-016483-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016443-3;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015696-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016518-9;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016029-2;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015796-8;Aceptado;2;0;2;1;0;2;3;0;0;True;
CB-016084-5;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015824-7;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015916-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016031-4;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015890-5;Aceptado;0;2;2;1;1;1;3;0;0;True;
CB-015953-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016502-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015879-4;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-015795-0;Aceptado;2;0;2;0;0;3;3;0;0;True;
CC-015795-9;Aceptado;2;0;2;0;0;3;3;0;0;True;
CB-016436-1;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-015913-8;Aceptado;1;1;2;1;0;2;3;0;0;True;
CB-016406-9;Aceptado;2;0;2;2;0;1;3;0;0;True;
CB-015925-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015885-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016459-0;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016096-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015986-3;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015964-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016109-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016061-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016048-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015886-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016472-7;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016399-2;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-016077-2;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015875-1;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016412-3;Aceptado;1;1;2;1;2;0;3;0;0;True;
CB-015940-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016485-9;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016097-7;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016461-1;Aceptado;1;1;2;0;2;1;3;0;0;True;
CB-016419-1;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015304-1;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016065-9;Pendiente;2;0;2;0;0;0;3;1;1;True;err
CB-015901-4;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016517-1;Aceptado;1;1;2;0;0;3;3;0;0;True;
CB-015891-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-012092-4;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-016471-9;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-015276-1;Pendiente;0;2;2;0;0;0;3;0;0;True;ok
CB-016005-5;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016397-6;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-016108-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016811-1;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-015837-9;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016409-3;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-016513-8;Aceptado;2;0;2;0;2;1;3;0;0;True;
CB-017504-4;Pendiente;2;0;2;0;0;0;3;0;0;True;ok
CB-013389-9;Aceptado;1;1;2;0;1;2;3;0;0;True;
CB-014029-1;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-017636-9;Aceptado;2;0;2;0;1;2;3;0;0;True;
CB-015931-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-012204-8;Aceptado;2;0;2;1;1;1;3;0;0;True;
CB-016398-4;Aceptado;1;1;2;1;1;1;3;0;0;True;
CB-012922-1;Aceptado;2;0;2;2;0;1;3;0;0;True;
CB-015968-5;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
CB-015895-6;Pendiente;1;1;2;0;0;0;3;0;0;True;ok
